numero_ed;libelle_ed;sigle_ed;discipline_principale;etablissement_support;etablissements_coaccredites;etablissements_associes;disciplines_secondaires;annee_de_creation;annee_d_accreditation;duree_d_accreditation;academie;region;departement;commune;nom_laboratoires;telephone;site_web;adresse_postale;email;coordonnees_geographiques;toutes_disciplines;tous_etablissements;code_etablissement_support;code_commune;code_unite_urbaine;code_departement;code_academie;code_region;code_etablissements_associes;prenom_responsable_ed;nom_responsable_ed;code_etablissements_coaccredites;civilite;unite_urbaine_ou_commune_rurale;code_toutes_disc;code_disc_pr;code_disc_sec;id_tous_etablissements;code_tous_etablissements;id_etablissement_support;id_etablissements_coaccredites;id_etablissements_associes;identifiant_laboratoires;id_ed;;coordonnees_geographiques;;;latitude;long;;coordonnees_geographiques;
139;êcole doctorale Connaissance, langage, modÇlisation;CLM;Sciences humaines et humanitÇs;UniversitÇ Paris Nanterre;;;;1992;2020;3;Versailles;◊le-de-France;Hauts-de-Seine;Nanterre;"INSTITUT DE RECHERCHES PHILOSOPHIQUES;CENTRE DE RECHERCHE EDUCATION ET FORMATION;Modeles, Dynamiques, Corpus;MODELISATION ALEATOIRE DE PARIS X;LABORATOIRE ETHOLOGIE COGNITION DEVELOPPEMENT;SOCIOLOGIE, PHILOSOPHIE ET SOCIO-ANTHROPOLOGIES POLITIQUES;Cognitions humaine et artificielle (CHArt);LABORATOIRE PARISIEN DE PSYCHOLOGIE SOCIALE;THERMIQUE INTERFACES ENVIRONNEMENT;LABORATOIRE ENERGETIQUE MECANIQUE ELECTROMAGNETISME;CLINIQUE, PSYCHANALYSE, DEVELOPPEMENT;LABORATOIRE DE PSYCHOLOGIE DE L'INTERACTION ET DES RELATIONS INTERSUBJECTIVES;Groupe de recherche sur le handicap, l'accessibilite, les pratiques educatives et scolaires (EA 7287);Fonctionnement et Dysfonctionnement Cognitifs : les ages de la vie";;https://ed-clm.u-paris10.fr/;UniversitÇ Paris Ouest  ED 139 CLM, 200 avenue de la RÇpublique, 92001 NANTERRE CEDEX;ed139clm@liste.parisnanterre.fr;48.9035, 2.21448;Sciences humaines et humanitÇs;UniversitÇ Paris Nanterre;0921204J;92050;UU00851;D092;A25;R11;;Francois;Pommier;;Monsieur;Paris;6;6;;g6rwB;0921204J;g6rwB;;;"199213084L;199213518H;200112501N;200114730L;200114732N;200515190U;200515259U;200918460F;200918485H;200918517T;200919220G;200919245J;201521835Y;202023121Z";1lxGH;;48.9035, 2.21448;;;;;;48.9035; 2.21448
146;êcole doctorale GalilÇe;GALILEE;Sciences et technologies de l'information et de la communication;UniversitÇ Sorbonne Paris Nord;;;;1992;2019;5;CrÇteil;◊le-de-France;Seine-Saint-Denis;Villetaneuse;"Laboratoire de Physique des Lasers;Laboratoire Analyse, Geometrie et Applications;HYPOXIE ET POUMON : PNEUMOPATHIES FIBROSANTES, MODULATIONS VENTILATOIRES ET CIRCULATOIRES;LABORATOIRE DE TRAITEMENT ET TRANSPORT DE L'INFORMATION;Laboratoire d'Informatique de Paris-Nord;PHYSIOPATHOLOGIE, CIBLES ET THERAPIES DE LA POLYARTHRITE RHUMATOIDE;LABORATOIRE D'ETHOLOGIE EXPERIMENTALE ET COMPAREE;EQUIPE DE RECHERCHE EN EPIDEMIOLOGIE NUTRITIONNELLE;Laboratoire des Sciences des Procedes et des Materiaux;Laboratoire de Chimie, Structures, Proprietes de Biomateriaux et d'Agents Therapeutiques;Infection, anti-microbien, modelisation, evolution;";;https://ed-galilee.univ-paris13.fr/;UniversitÇ Paris13  Institut GalilÇe, 99, Avenue Jean-Baptiste Clement, 93430 VILLETANEUSE;"directeur-ecoledoc-galilee@univ-paris13.fr;ecole-doctorale.galilee@univ-paris13.fr";48.836066, 2.37187;Sciences et technologies de l'information et de la communication;UniversitÇ Sorbonne Paris Nord;0931238R;93079;UU00851;D093;A24;R11;;Olivier;Bodini;;Monsieur;Paris;9;9;;cqyN7;0931238R;cqyN7;;;"199712595H;199712596J;199713910M;199914358R;200112433P;200715460D;200919197G;201119719R;201119739M;201120463Z;201420743R;202224121C";71hqm;;48.836066, 2.37187;;;;;;48.836066; 2.37187
166;êcole doctorale Information, structures et systämes;I2S;Sciences et technologies de l'information et de la communication;UniversitÇ de Montpellier;êcole nationale supÇrieure des mines d'Aläs;êcole nationale supÇrieure d'architecture de Montpellier (ENSA de Montpellier);;1993;2015;6;Montpellier;Occitanie;HÇrault;Montpellier;"Mathematiques, Informatique et Statistique pour l'Environnement et l'Agronomie;Laboratoire d'Informatique, de Robotique et de Microelectronique de Montpellier;Laboratoire de Genie Informatique et Ingenierie de Production;Laboratoire de mecanique et genie civil;Institut des Sciences de l'Evolution de Montpellier;Aide a la Decision pour une Medecine Personnalisee;Laboratoire de Mathematiques d'Avignon;Centre des Materiaux des Mines d'Ales;INFORMATION TECHNOLOGIES ANALYSE ENVIRONNEMENTALE PROCEDES AGRICOLES;Institut Montpellierain Alexander Grothendieck;Centre d'Ecologie Fonctionnelle et Evolutive;Laboratoire Interdisciplinaire de Recherche en Didactique, Education et Formation;Botanique et modelisation de l'architecture des plantes et des vegetations;Ingenierie des Agropolymeres et Technologies Emergentes;Laboratoire d'Informatique d'Avignon;Institut d'Electronique et des Systemes;Laboratory of Pathogen Host Interactions (ex Dynamique des Interactions Membranaires Normales et Pathologiques);Institut de chimie moleculaire et des materiaux - Institut Charles Gerhardt Montpellier;Centre de biochimie structurale;Gestion des ressources renouvelables et environnement;Territoires, Environnement, Teledetection et Information Spatiale;Recyclage et risque;Joint Robotics Laboratory;ESPACE pour le DEVeloppement;Laboratoire Charles Coulomb;Laboratoire Univers et Particules de Montpellier;Amelioration Genetique et Adaptation des Plantes mediterraneennes et Tropicales;Institut de Recherche en Cancerologie de Montpellier;Biomasse, Bois, Energie, Bioproduits;Littoral, Environnement, Modeles et Outils Numeriques;Agro-ecologie et Intensification Durable des cultures Annuelles;;;;";;http://www.edi2s.univ-montp2.fr;Campus Saint-Priest, BÉtiment 2 SecrÇtariat de l'ED I2S cc 444, 860 rue de Saint-Priest, 34932 MONTPELLIER CEDEX 05;edi2s@umontpellier.fr;43.59848, 3.896874;Sciences et technologies de l'information et de la communication;"UniversitÇ de Montpellier;êcole nationale supÇrieure des mines d'Aläs;êcole nationale supÇrieure d'architecture de Montpellier (ENSA de Montpellier)";0342321N;34172;UU34701;D034;A11;R76;0340132J;Pascal;Nouet;0300063F;Monsieur;Montpellier;9;9;;"7yd5d;6Th4v;psuJz";"0342321N;0300063F;0340132J";7yd5d;6Th4v;psuJz;"198217965K;199111950H;199420609G;199511952T;199511995P;199513951R;199613757A;200020610G;200118630A;200311827X;200311847U;200315018R;200317641S;200317667V;200615372M;200711883R;200711902L;200711918D;200717455X;200718234U;200718239Z;200718430G;200819748K;201119392K;201119402W;201119459H;201119637B;201119661C;201321279C;201421123D;201421281A;202123677Z;202123740T;202123741U;202123850M";2uO68;;43.59848, 3.896874;;;;;;43.59848; 3.896874
182;êcole doctorale Physique et chimie-physique;;Physique;UniversitÇ de Strasbourg;UniversitÇ de Haute-Alsace;;Chimie;1994;2018;5;Strasbourg;Grand Est;Bas-Rhin;Strasbourg;"ICS Institut Charles Sadron -UPR 22;IPCMS Institut de physique et chimie des materiaux de Strasbourg -UMR 7504;ObAS Observatoire astronomique de Strasbourg -UMR 7550;IPHC Institut Pluridisciplinaire Hubert Curien -UMR 7178;BioMat BiomatÇriaux et bioingÇnierie -UMR_S 1121;ICPEES Institut de Chimie et ProcÇdÇs pour l'Energie, l'Environnement et la SantÇ -UMR 7515;NS3E Nanomateriaux pour les Systemes Sous Sollicitations Extremes -UMR 3208;IS2M Institut de Sciences des Materiaux de Mulhouse -UMR 7361";;http://edpcp.u-strasbg.fr/;UniversitÇ de Strasbourg, Colläge doctoral europÇen, 46, Boulevard de la Victoire, 67000 STRASBOURG;dir-ed182-secretariat@unistra.fr;48.579, 7.7663;"Physique;Chimie";"UniversitÇ de Strasbourg;UniversitÇ de Haute-Alsace";0673021V;67482;UU67701;D067;A15;R44;;Aziz;Dinia;0681166Y;Monsieur;Strasbourg;"2;4";2;4;"4k25D;OJZ4a";"0673021V;0681166Y";4k25D;OJZ4a;;"199217356E;199712572H;199712602R;200612557C;201321264L;199712580S;201119729B;201320577P";3My6I;;48.579, 7.7663;;;;;;48.579; 7.7663
205;êcole doctorale Interdisciplinaire Sciences-SantÇ;EDISS;Biologie, mÇdecine et santÇ;UniversitÇ de Lyon;;Vet Agro Sup;;1995;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Villeurbanne;"ANSES - Laboratoire de Lyon;Materiaux : Ingenierie et Science;Microbiologie Moleculaire et Biochimie Structurale;LABORATOIRE DES MULTIMATERIAUX ET INTERFACES;Aide a la Decision pour une Medecine Personnalisee;LABORATOIRE D'AUTOMATIQUE, DE GENIE DES PROCEDES ET DE GENIE PHARMACEUTIQUE;LABORATOIRE D'ECOLOGIE DES HYDROSYSTEMES NATURELS ANTHROPISES;BIOINGENIERIE ET DYNAMIQUE MICROBIENNE AUX INTERFACES DES ALIMENTS;CIBLAGE THERAPEUTIQUE EN ONCOLOGIE;INSTITUT DE CHIMIE ET BIOCHIMIE MOLECULAIRES ET SUPRAMOLECULAIRES;EA 4129 - PARCOURS SANTE SYSTEMIQUE;IMMUNOGENOMIQUE ET INFLAMMATION;MOLECULES BIOACTIVES ET CHIMIE MEDICINALES (B2MC);EPIDEMIOLOGIQUE ET DE SURVEILLANCE TRANSPORT TRAVAIL ENVIRONNEMENT (UMRESTTE);LABORATOIRE DE RECHERCHE EN CARDIOVASCULAIRE, METABOLISME, DIABETOLOGIE ET NUTRITION;LABORATOIRE APPLICATIONS THERAPEUTIQUES DES ULTRASONS;PHYSIOPATHOLOGIE, DIAGNOSTIC ET TRAITEMENTS DES MALADIES OSSEUSES;Hemostase, Inflammation et sepsis;UPSP Interactions Cellules Environnement;BIOLOGIE TISSULAIRE ET INGENIERIE THERAPEUTIQUE;Laboratoire Interuniversitaire de biologie de la Motricite - EA7424;Physiopathologie de l'immunodepression associee aux reponses inflammatoires systemiques;Institut Neuromyogene;Health Services and Performance Research";;http://www.ediss-lyon.fr;Univ. Claude Bernard Lyon1  Service des Etudes Doctorales  BÉt. Atrium - 1¯ Çtage, bur. 110, 43, boulevard du 11 novembre 1918, 69622 VILLEURBANNE CEDEX;secretariat.ediss@univ-lyon1.fr;45.748414, 4.836668;Biologie, mÇdecine et santÇ;"UniversitÇ de Lyon;Vet Agro Sup";0694094A;69266;UU00760;D069;A10;R84;0690193K;Sylvie;Ricard-Blum;;Madame;Lyon;5;5;;"iq0rG;5cuYU";"0694094A;0690193K";iq0rG;;5cuYU;"195223281U;197311954R;199411772B;199512045U;199513951R;199911703E;199911718W;200315002Y;200315007D;200711911W;200715373J;200715374K;200716505P;200717642A;201119381Y;201119404Y;201119460J;201119482H;201120646Y;201320569F;201622148J;201622187B;201622204V;201622306F";69W38;;45.748414, 4.836668;;;;;;45.748414; 4.836668
220;êcole doctorale êlectronique, Çlectrotechnique, automatique, traitement du signal;EEATS;Sciences et technologies de l'information et de la communication;UniversitÇ Grenoble Alpes;Institut polytechnique de Grenoble;;;1995;2016;5;Grenoble;Auvergne-Rhìne-Alpes;Isäre;Saint-Martin-d'Häres;"Laboratoire d'Electronique et de Technologie de l'Information;Laboratoire de Physique Subatomique et de Cosmologie;VERIMAG;Laboratoire de Rheologie et Procedes;Techniques de l'Ingenierie Medicale et de la Complexite - Informatique, Mathematiques et Applications, Grenoble;Laboratoire des Materiaux et du Genie Physique;LABORATOIRE DES TECHNOLOGIES DE LA MICROELECTRONIQUE;Institut de la Microelectronique, Electromagnetisme et Photonique - Laboratoire d'Hyperfrequences et de Caracterisation;Techniques de l'Informatique et de la Microelectronique pour l'Architecture des systemes integres;Laboratoire de Conception et d'Integration des Systemes;Spintronique et Technologie des Composants;Grenoble Images Parole Signal Automatique;Laboratoire d'Informatique de Grenoble;Sciences et Ingenierie, Materiaux, Procedes;Laboratoire de Genie Electrique de Grenoble;Service des Basses Temperatures;Institut Neel;Laboratoire des Sciences pour la Conception, l'Optimisation et la Production de Grenoble;Laboratoire d'Electrochimie et de Physico-chimie des Materiaux et des Interfaces;Laboratoire Interdisciplinaire de Physique";;http://www.edeeats.grenoble-inp.fr/;BÉtiment PLURIEL Bureau 006, 701 rue de la piscine, 38402 SAINT-MARTIN-D'H‘RES;ed-eeats@univ-grenoble-alpes.fr;45.192363, 5.756681;Sciences et technologies de l'information et de la communication;"UniversitÇ Grenoble Alpes;Institut polytechnique de Grenoble";0383412C;38421;UU38701;D038;A08;R84;;Jumana;Boussey;0381912X;Madame;Grenoble;9;9;;"Y7ch7;2ALYK";"0383412C;0381912X";Y7ch7;2ALYK;;"196718590E;198512095S;199511789R;199511964F;199511969L;199512057G;200111811N;200111812P;200311834E;200315016N;200316919G;200711885T;200711886U;200711929R;200711931T;200717478X;200717524X;200919221H;201119419P;201122569N";IxEaw;;45.192363, 5.756681;;;;;;45.192363; 5.756681
242;êcole doctorale êconomie - Gestion - Normandie;;Sciences de la sociÇtÇ;Normandie UniversitÇ;;;;1996;2017;5;Caen;Normandie;Calvados;Caen;"NORMANDIE INNOVATION MANAGEMENT ENTREPRISE CONSOMMATION;CENTRE DE RECHERCHE EN ECONOMIE ET MANAGEMENT;CENTRE DE RECHERCHE EN ECONOMIE APLIQUEE A LA MONDIALISATION";02 31 56 66 76;http://ed242-egn.normandie-univ.fr;UniversitÇ de Caen Normandie, 14000 CAEN;;49.188964, -0.363963;Sciences de la sociÇtÇ;Normandie UniversitÇ;0142382N;14118;UU14701;D014;A05;R28;;Vincent;Merlin;;Monsieur;Caen;7;7;;G1r6y;0142382N;G1r6y;;;"199213288H;200412258L;201220363L";z35ku;;49.188964, -0.363963;;;;;;49.188964; -0.363963
269;êcole doctorale MathÇmatiques, sciences de l'information et de l'ingÇnieur;MSII;Sciences pour l'ingÇnieur;UniversitÇ de Strasbourg;UniversitÇ de Haute-Alsace;"êcole nationale du gÇnie de l'eau et de l'environnement de Strasbourg;Institut national des sciences appliquÇes de Strasbourg";"MathÇmatiques et leurs interactions;Sciences et technologies de l'information et de la communication";1997;2018;5;Strasbourg;Grand Est;Bas-Rhin;Strasbourg;"IRMA Institut de recherche mathÇmatique avancÇe -UMR 7501;LPMT LABORATOIRE DE PHYSIQUE ET MECANIQUE TEXTILES - UR 4365;ICube Laboratoire des sciences de l'IngÇnieur, de l'Informatique et de l'Imagerie  -UMR 7357;IRIMAS Institut de Recherche en Informatique MathÇmatiques Automatique Signal -UR 7499";;http://ed.math-spi.unistra.fr/;UniversitÇ de Strasbourg   Colläge doctoral europÇen, 46, Boulevard de la Victoire, 67000 STRASBOURG;dir-ed269-secretariat@unistra.fr;48.579, 7.7663;"Sciences pour l'ingÇnieur;MathÇmatiques et leurs interactions;Sciences et technologies de l'information et de la communication";"UniversitÇ de Strasbourg;UniversitÇ de Haute-Alsace;êcole nationale du gÇnie de l'eau et de l'environnement de Strasbourg;Institut national des sciences appliquÇes de Strasbourg";0673021V;67482;UU67701;D067;A15;R44;"0670189S;0670190T";Thomas;Noel;0681166Y;Monsieur;Strasbourg;"8;1;9";8;"1;9";"4k25D;OJZ4a;YPOQX;ab5z5";"0673021V;0681166Y;0670189S;0670190T";4k25D;OJZ4a;"YPOQX;ab5z5";"199212569B;200918489M;201320497C;201822676Z";5E625;;48.579, 7.7663;;;;;;48.579; 7.7663
270;êcole doctorale ThÇologie et sciences religieuses;;Sciences humaines et humanitÇs;UniversitÇ de Strasbourg;;;Sciences de la sociÇtÇ;1997;2018;5;Strasbourg;Grand Est;Bas-Rhin;Strasbourg;"TCS ThÇologie catholique et sciences religieuses -UR 4377;TP ThÇologie protestante - UR 4378;FRES Droit, religion, entreprise et sociÇtÇ -UMR 7354";;http://ed.theologie.unistra.fr/;UniversitÇ de Strasbourg   Palais Universitaire, 9, Place de l'UniversitÇ, BP 90020, 67084 STRASBOURG;edtheol@unistra.fr;48.579, 7.7663;"Sciences humaines et humanitÇs;Sciences de la sociÇtÇ";UniversitÇ de Strasbourg;0673021V;67482;UU67701;D067;A15;R44;;Isabelle;Iribarren;;Madame;Strasbourg;"6;7";6;7;4k25D;0673021V;4k25D;;;"200918472U;200918515R;201320501G";BRKC1;;48.579, 7.7663;;;;;;48.579; 7.7663
284;êcole doctorale Droit et Science Politique;DSP;Sciences humaines et humanitÇs;CY Cergy Paris UniversitÇ;;;;1998;2020;5;Versailles;◊le-de-France;Val-d'Oise;Cergy;"CENTRE DE PHILOSOPHIE JURIDIQUE ET POLITIQUE - EA 2530;CENTRE DE RECHERCHE MOBILITE RESEAUX TERRITOIRE ENVIRONNEMENT - EA 4113;LABORATOIRE D'ETUDES JURIDIQUES ET POLITIQUES - EA 4458";0134257226;http://www.collegedoctoral.u-cergy.fr/;UniversitÇ de Cergy-Pontoise ED Droit et Science Politique, 33 boulevard du Port, 95011 CERGY-PONTOISE CEDEX;eddsp@ml.u-cergy.fr;49.034147, 2.077993;Sciences humaines et humanitÇs;CY Cergy Paris UniversitÇ;0952259P;95127;UU00851;D095;A25;R11;;Franáois;Pernot;;Monsieur;Paris;6;6;;RS4WF;0952259P;RS4WF;;;"199814059V;200615357W;201019098V";ahH92;;49.034147, 2.077993;;;;;;49.034147; 2.077993
352;êcole doctorale Physique et sciences de la matiäre;;Physique;Aix-Marseille UniversitÇ;Centrale Marseille;Institut national des sciences et techniques nuclÇaires;;2000;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Marseille  9e;"Institut de Recherche sur la Fusion par Confinement Magnetique;Centre de physique des particules de Marseille;Centre de physique theorique;Laboratoire lasers, plasmas et procedes photoniques;Physique des interactions ioniques et moleculaires;Laboratoire d'astrophysique de Marseille;Institut Fresnel Marseille;Institut des Materiaux, de Microelectronique et des Nanosciences de Provence;Centre Interdisciplinaire de Nanoscience de Marseille;Institut de Chimie Radicalaire;Materiaux Divises, Interfaces, Reactivite, Electrochimie;Pole Surete Nucleaire - Recherche en Surete";04 13 94 19 64;http://ed352.sciences.univmed.fr;Aix-Marseille universitÇ  FacultÇ des Sciences de Luminy  CASE 901 - BÉtiment TPR2, 163, avenue de Luminy, 13288 MARSEILLE CEDEX 09;;43.2936, 5.35871;Physique;"Aix-Marseille UniversitÇ;Centrale Marseille;Institut national des sciences et techniques nuclÇaires";0134009M;13209;UU00759;D013;A02;R93;0910685A;Conrad;Becker;0133774G;Monsieur;Marseille-Aix-en-Provence;2;2;;"xJdyB;1tI7C;k94mT";"0134009M;0133774G;0910685A";xJdyB;1tI7C;k94mT;"195818595Z;201220247K;201220252R;201220258X;201220272M;201220274P;201220335F;201220336G;201220341M;201220354B;201220355C;201722597T";fb5YC;;43.2936, 5.35871;;;;;;43.2936; 5.35871
353;êcole doctorale Sciences pour l'ingÇnieur : mÇcanique, physique, micro et nanoÇlectronique;;Sciences pour l'ingÇnieur;Aix-Marseille UniversitÇ;Centrale Marseille;;;2000;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Marseille 13e;"Institut de Recherche sur la Fusion par Confinement Magnetique;Laboratoire de biomecanique appliquee;Institut de recherche sur les phenomenes hors equilibre;Institut universitaire des systemes thermiques industriels;Laboratoire de Mecanique, Modelisation et Procedes Propres;Institut des Materiaux, de Microelectronique et des Nanosciences de Provence;Pole Surete Nucleaire - Recherche en Surete;Centre de Recherche de l'Ecole de l'Air";;http://ecole-doctorale-353.univ-amu.fr;Ecole Doctorale 353  Polytech' Marseille  DÇpartement Æ MÇcanique EnergÇti, 5, rue Enrico Fermi, 13453 MARSEILLE CEDEX 13;;43.2936, 5.35871;Sciences pour l'ingÇnieur;"Aix-Marseille UniversitÇ;Centrale Marseille";0134009M;13213;UU00759;D013;A02;R93;;Eric;Serre;0133774G;Monsieur;Marseille-Aix-en-Provence;8;8;;"xJdyB;1tI7C";"0134009M;0133774G";xJdyB;1tI7C;;"195818595Z;200017663D;201220273N;201220275R;201220330A;201220336G;201722597T;202023570M";vk5Kp;;43.2936, 5.35871;;;;;;43.2936; 5.35871
355;êcole doctorale Espaces, cultures, sociÇtÇs;;Sciences humaines et humanitÇs;Aix-Marseille UniversitÇ;;"Sciences Po Aix;êcole nationale supÇrieure d'architecture de Marseille (ensa?m)";;2000;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Aix-en-Provence;"CENTRE AIXOIS D'ETUDES ROMANES;LABORATOIRE INTERDISCIPLINAIRE EN URBANISME;Centre Norbert Elias;Laboratoire Population-Environnement-Developpement;CROYANCES, HISTOIRE, ESPACES, REGULATION POLITIQUE ET ADMINISTRATIVE;Institut de recherche sur l'architecture antique;Etudes des structures, des processus d'adaptation et des changements de l'espace;Centre de recherche et de documentation sur l'oceanie;Institut de Recherches Asiatiques;Centre Camille Jullian - Histoire et archeologie de la Mediterranee, de la Protohistoire a la fin de l'Antiquite;Laboratoire mediterraneen de prehistoire Europe-Afrique;Institut de recherches et d'etudes sur les mondes arabes et musulmans;Laboratoire d'Archeologie Medievale et Moderne en Mediterranee;Laboratoire mediterraneen de sociologie;Institut d'ethnologie mediterraneenne, europeenne et comparative;Temps, espaces, langages europe meridionale mediterranee;Textes et documents de la Mediterranee antique et medievale (Centre Paul-Albert Fevrier);Laboratoire d'economie et de sociologie du travail";;http://www.mmsh.univ-aix.fr/formations/ecole-doctorale/Pages/default.aspx;MMSH, 5, rue du Chateau de l'Horloge, BP 647, 13094 AIX EN PROVENCE;ed355@mmsh.univ-aix.fr;43.2936, 5.35871;Sciences humaines et humanitÇs;"Aix-Marseille UniversitÇ;Sciences Po Aix;êcole nationale supÇrieure d'architecture de Marseille (ensa?m)";0134009M;13001;UU00759;D013;A02;R93;"0130221V;0130236L";Sabine;Luciani;;Madame;Marseille-Aix-en-Provence;6;6;;"xJdyB;G8QBG;dFmGH";"0134009M;0130221V;0130236L";xJdyB;;"G8QBG;dFmGH";"199213253V;199213258A;199812890Z;200217423J;200815498R;200817680M;201220240C;201220303W;201220304X;201220305Y;201220306Z;201220307A;201220308B;201220309C;201220310D;201220311E;201220312F;201220323T";2kMf5;;43.2936, 5.35871;;;;;;43.2936; 5.35871
397;êcole doctorale Physique et chimie des matÇriaux;;Physique;Sorbonne UniversitÇ;UniversitÇ Paris sciences et lettres;;;2000;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Interfaces, Traitements, Organisation et Dynamique des Systemes;UMR-Institut de physique du globe de Paris;Laboratoire Materiaux et Phenomenes Quantiques;CHIMIE MOLECULAIRE, MACROMOLECULAIRE, MATERIAUX;Institut de recherche et developpement sur l'energie photovoltaique;Laboratoire de Reactivite de Surface";01 44 27 50 66;http://ed397.sorbonne-universite.fr/fr/index.html;UPMC - ED 397  Tour 32- 42  1er Çtage, 4 Place Jussieu, 75252 PARIS CEDEX 05;;48.851304, 2.340246;Physique;"Sorbonne UniversitÇ;UniversitÇ Paris sciences et lettres";0755890V;75105;UU00851;D075;A01;R11;;Nadine;Witkowski;0756036D;Madame;Paris;2;2;;"bxPQe;PpsCQ";"0755890V;0756036D";bxPQe;PpsCQ;;"200112474J;200512539M;200512544T;200512549Y;200918560P;200919198H";WxSt9;;48.851304, 2.340246;;;;;;48.851304; 2.340246
406;êcole doctorale Chimie molÇculaire de Paris centre;;Chimie;Sorbonne UniversitÇ;UniversitÇ Paris sciences et lettres;;;2000;2019;5;Paris;◊le-de-France;Paris;Paris  5e;"Processus d'Activation Selectif par Transfert d'Energie Uni-electronique ou Radiatif;Laboratoire des biomolecules;Chimie, Biologie, Innovation";01 44 27 38 48;http://www.ed406.upmc.fr;ED de Chimie MolÇculaire  Tour 32 - 42 -   Bureau 114 (1er Çtage), 4   Place Jussieu, 75252 PARIS CEDEX 05;ed406-secretariat@sorbonne-universite.fr;48.8476, 2.3573;Chimie;"Sorbonne UniversitÇ;UniversitÇ Paris sciences et lettres";0755890V;75105;UU00851;D075;A01;R11;;Cyril;Ollivier;0756036D;Monsieur;Paris;4;4;;"bxPQe;PpsCQ";"0755890V;0756036D";bxPQe;PpsCQ;;"199812965F;200919226N;201420759H";a5dKy;;48.8476, 2.3573;;;;;;48.8476; 2.3573
446;êcole doctorale Biologie - SantÇ;EDBSL;Biologie, mÇdecine et santÇ;UniversitÇ de Lille;;;;2000;2020;1;Lille;Hauts-de-France;Nord;Lille;"Laboratoire Avance de Spectroscopie pour les Interactions la Reactivite et l'Environnement;LABORATOIRE DE LA BARRIERE HEMATO-ENCEPHALIQUE;SANTE PUBLIQUE : EPIDEMIOLOGIE ET QUALITE DES SOINS;PATHOGENESE VIRALE DU DIABETE DE TYPE 1;Mecanismes de la tumorigenese et therapies ciblees;Laboratoire de Physiologie Cellulaire : Canaux ioniques, inflammation et cancer;RECEPTEURS NUCLEAIRES, MALADIES CARDIOVASCULAIRES ET DIABETE;PHYSIOPATHOLOGIE DES MALADIES OSSEUSES INFLAMMATOIRES;EA4483 - IMPACT DE L'ENVIRONNEMENT CHIMIQUE SUR LA SANTE HUMAINE;ENVIRONNEMENT PERINATAL ET SANTE;RECHERCHE TRANSLATIONNELLE RELATIONS HOTE-PATHOGENES;UNITE DE TAPHONOMIE MEDICO-LEGALE;GROUPE DE RECHERCHE SUR LES FORMES INJECTABLES ET LES TECHNOLOGIES ASSOCIEES;MALADIES GENETIQUES RARES DU DEVELOPPEMENT EMBRYONNAIRE ET DU METABOLISME : DU PHENOTYPE AU GENOTYPE ET A LA FONCTION;Laboratoires sciences cognitives et sciences affectives;Plateformes Lilloises en Biologie Sante;Cancer Heterogeneity, Plasticity and Therapy Resistance";;http://www.edbsl.net;ED Biologie-Sante de Lille  Faculte de Medecine Pìle Recherche, 1 place Verdun, 59045 LILLE CEDEX;"edbiosante@edbsl.net;edbsl@univ-lille.fr";50.6314, 3.07497;Biologie, mÇdecine et santÇ;UniversitÇ de Lille;0597065J;59350;UU59702;D059;A09;R32;;Bernard;Sablonniere;;Monsieur;Lille;5;5;;Szqy5;0597065J;Szqy5;;;"199812845A;199813996B;199814198W;200214884Z;200612814G;200616190B;201019064H;201019071R;201019074U;201019105C;201521311D;201521312E;201521314G;201521316J;201521325U;202023463W;202023551S";4iEUF;;50.6314, 3.07497;;;;;;50.6314; 3.07497
